Đề_thi	N	O
tính	N	B-LEVEL
ổn_định	A	I-LEVEL
và	Cc	O
phân_loại	V	B-DISC
vừa_sức	A	I-DISC
.	CH	O

Đề_thi	N	O
giảm	V	B-LEVEL
độ	N	I-LEVEL
khó	A	I-LEVEL
so	N	O
với	E	O
năm	N	B-YEAR
2018	M	I-YEAR
,	CH	O
có	V	O
cấu_trúc	N	B-STRUC
ổn_định	A	I-STRUC
và	Cc	O
phân_hóa	V	B-DISC
rõ	A	I-DISC
hơn	R	I-DISC
.	CH	O

Đề_thi	N	O
THPT_Quốc_gia	N	B-STRUC
môn	N	O
Toán	N	O
năm	N	B-YEAR
2019	M	I-YEAR
được	V	O
đánh_giá	V	O
là	V	O
dễ_thở	N	B-LEVEL
và	Cc	O
vừa_sức	A	B-LEVEL
hơn	R	I-LEVEL
rất	R	O
nhiều	L	O
so	N	O
với	E	O
năm	N	B-YEAR
2018	M	I-YEAR
.	CH	O

Đề_thi	N	O
không	R	B-LEVEL
quá	R	I-LEVEL
khó	A	I-LEVEL
và	Cc	O
có	V	O
mức	N	O
phân_cấp	N	B-DISC
hợp_lý	A	I-DISC
.	CH	O

Đề_thi	N	O
THPT	N	B-STRUC
môn	N	O
Toán	N	O
năm	N	B-YEAR
2019	M	I-YEAR
được	V	O
đánh_giá	V	O
là	V	O
dễ_thở	N	B-LEVEL
,	CH	O
có	V	O
cấu_trúc	N	B-STRUC
ổn_định	A	I-STRUC
và	Cc	O
bám_sát	V	O
chương_trình	N	B-STRUC
phổ_thông	N	I-STRUC
.	CH	O

Đề_thi	N	O
Toán	N	O
năm	N	B-YEAR
2019	M	I-YEAR
có	V	O
độ	N	B-LEVEL
khó	A	I-LEVEL
vừa_phải	A	I-LEVEL
và	Cc	O
phân_hóa	V	B-DISC
tốt	A	I-DISC
.	CH	O

Đề_thi	N	O
cân_bằng	N	B-LEVEL
lại	N	I-LEVEL
độ	N	I-LEVEL
khó	A	I-LEVEL
,	CH	O
giúp	V	O
giảm	V	B-LEVEL
áp_lực	N	I-LEVEL
và	Cc	O
vẫn	R	O
đảm_bảo	V	O
ngưỡng	N	B-DISC
phân_loại	V	I-DISC
vừa_tầm	N	I-DISC
.	CH	O

Đề	N	O
Toán	N	O
năm	N	B-YEAR
2019	M	I-YEAR
có	V	O
độ	N	B-DISC
phân_hóa	V	I-DISC
tốt	A	I-DISC
,	CH	O
với	E	O
khá	R	O
nhiều	L	O
câu	N	B-STRUC
ở	E	O
mức	N	O
vận_dụng	V	B-SKILL
và	Cc	O
vận_dụng	V	B-SKILL
cao	A	I-SKILL
.	CH	O

Năm	N	B-YEAR
2019	M	I-YEAR
,	CH	O
đề_thi	N	O
được	V	O
điều_chỉnh	N	O
vừa_sức	A	B-LEVEL
,	CH	O
có	V	O
cấu_trúc	N	B-STRUC
ổn_định	A	I-STRUC
và	Cc	O
phân_hóa	V	B-DISC
tốt	A	I-DISC
để	E	O
xét_tuyển	V	B-STRUC
đại_học	N	I-STRUC
.	CH	O

Đề_thi	N	O
vừa_sức	A	B-LEVEL
với	E	O
đại_đa_số	N	O
thí_sinh	N	O
.	CH	O

Đề_thi	N	O
có	V	O
độ	N	B-LEVEL
khó	A	I-LEVEL
vừa_phải	A	I-LEVEL
,	CH	O
có	V	O
tính	N	B-DISC
phân_loại	V	I-DISC
nhưng	C	O
không	R	O
quá	R	B-LEVEL
đánh_đố	N	I-LEVEL
thí_sinh	N	O
.	CH	O

Năm	N	B-YEAR
2019	M	I-YEAR
,	CH	O
đề_thi	N	O
có	V	O
độ	N	B-LEVEL
khó	A	I-LEVEL
vừa_phải	A	I-LEVEL
,	CH	O
cấu_trúc	N	B-STRUC
ổn_định	A	I-STRUC
và	Cc	O
phân_loại	V	B-DISC
học_sinh	N	O
khá	R	B-DISC
tốt	A	I-DISC
.	CH	O

Lần	Cc	O
này	P	O
bạn	N	O
gửi	N	O
đến	E	O
50	M	O
câu!	N	O
Tiến	N	O
độ	N	O
đang	N	O
được	V	O
đẩy	V	O
nhanh	N	O
rất	R	O
tốt.	N	O

Trong	E	O
đợt	N	O
dữ	N	O
liệu	N	O
này	P	O
(từ	N	O
câu	N	O
101	M	O
đến	E	O
150),	N	O
bối	N	O
cảnh	N	O
đã	R	O
chuyển	N	O
sang	N	O
giai	N	O
đoạn	N	O
ảnh	N	O
hưởng	V	O
của	E	O
dịch	N	O
dịch_bệnh	N	O
COVID-19,	N	O
do	N	O
đó	P	O
xuất	N	O
hiện	N	O
một	M	O
loạt	N	O
các	L	O
cụm	N	O
từ	E	O
vựng	N	O
mới	A	O
cực	N	O
kỳ	N	O
giá	N	O
trị	N	O
cho	N	O
mô	V	O
hình:	N	O
dịch_bệnh,	N	O
giảm_tải,	N	O
tinh_giản,	N	O
trực_tuyến,	N	O
phổ_điểm,	N	O
cốt_lõi,	N	O
xét_tuyển.	N	O
Tôi	P	O
đã	R	O
gom	N	O
cụm	N	O
kỹ	N	O
lưỡng	N	O
để	E	O
mô	V	O
hình	N	O
học	V	O
được	V	O
ngữ	N	O
cảnh	N	O
đặc	N	O
thù	N	O
này.	N	O

Dưới	N	O
đây	V	O
là	V	O
50	M	O
câu	N	O
đã	R	O
được	V	O
tiền	N	O
xử	N	O
lý	N	O
chuẩn	N	O
(đánh	N	O
số	N	O
từ	E	O
101	M	O
đến	E	O
150):	N	O

Đề_thi	N	O
năm	N	B-YEAR
2019	M	I-YEAR
có	V	O
độ	N	B-LEVEL
khó	A	I-LEVEL
trung_bình	A	I-LEVEL
và	Cc	O
phân_hóa	V	B-DISC
rõ_rệt	A	I-DISC
ở	E	O
nhóm	N	B-STRUC
câu	N	I-STRUC
hỏi	N	I-STRUC
vận_dụng	V	B-SKILL
cao	A	I-SKILL
.	CH	O

Đề_thi	N	O
hơi	R	B-LEVEL
khó	A	I-LEVEL
và	Cc	O
có	V	O
độ	N	B-DISC
phân_hóa	V	I-DISC
cao	A	I-DISC
.	CH	O

Đề_thi	N	O
năm	N	B-YEAR
2019	M	I-YEAR
có	V	O
độ	N	B-LEVEL
khó	A	I-LEVEL
thấp	A	I-LEVEL
nhưng	C	O
phân_hóa	V	B-DISC
chưa	R	I-DISC
tốt	A	I-DISC
giữa	N	O
các	L	O
nhóm	N	O
học_sinh	N	O
.	CH	O

Độ	N	B-LEVEL
khó	A	I-LEVEL
đề_thi	N	O
đã	R	O
giảm	V	B-LEVEL
đáng_kể	N	I-LEVEL
so	N	O
với	E	O
năm	N	B-YEAR
2018	M	I-YEAR
,	CH	O
khiến	N	O
đề_thi	N	O
dễ_thở	N	B-LEVEL
và	Cc	O
phù_hợp	N	B-LEVEL
hơn	R	I-LEVEL
.	CH	O

Đề_thi	N	O
tập_trung	V	O
vào	N	O
kỹ_năng	N	B-SKILL
giải	N	I-SKILL
nhanh	N	I-SKILL
và	Cc	O
giảm	V	O
bớt	N	O
các	L	O
câu	N	B-STRUC
hỏi	N	I-STRUC
tính_toán	N	B-SKILL
phức_tạp	N	B-LEVEL
.	CH	O

Đề_thi	N	O
có	V	O
độ	N	B-LEVEL
khó	A	I-LEVEL
vừa_phải	A	I-LEVEL
và	Cc	O
điểm_số	N	O
của	E	O
thí_sinh	N	O
khởi_sắc	N	O
trở_lại	N	O
.	CH	O

Sự	N	O
điều_chỉnh	N	O
hợp_lý	A	B-LEVEL
về	E	O
mức_độ	N	O
phân_hóa	V	B-DISC
giúp	V	O
ổn_định	A	O
tâm_lý	N	O
cho	N	O
học_sinh	N	O
.	CH	O

Nhìn_chung	R	O
,	CH	O
đề_thi	N	O
đã	R	O
cân_bằng	N	B-LEVEL
hơn	R	I-LEVEL
so	N	O
với	E	O
năm	N	B-YEAR
2018	M	I-YEAR
.	CH	O

Đề_thi	N	O
rất	R	B-LEVEL
dễ	A	I-LEVEL
so	N	O
với	E	O
kỹ_năng	N	B-SKILL
của	E	O
thí_sinh	N	O
.	CH	O

Đề_thi	N	O
phù_hợp	N	B-LEVEL
với	E	O
thí_sinh	N	O
.	CH	O

Đề_thi	N	O
gồm	N	O
khoảng	N	O
70	M	O
%	CH	O
kiến_thức	N	B-STRUC
cơ_bản	A	I-STRUC
,	CH	O
phân_hóa	V	B-DISC
tốt	A	I-DISC
ở	E	O
các	L	O
câu	N	B-STRUC
cuối	N	I-STRUC
và	Cc	O
phù_hợp	N	B-LEVEL
cho	N	O
mục_tiêu	N	O
xét	N	O
tốt_nghiệp	N	O
.	CH	O

Đề_thi	N	O
được	V	O
thiết_kế	N	O
nhẹ_nhàng	A	B-LEVEL
hơn	R	I-LEVEL
để	E	O
phù_hợp	N	B-LEVEL
với	E	O
tình_hình	N	O
dịch_bệnh	N	O
và	Cc	O
đảm_bảo	V	O
mục_tiêu	N	O
tốt_nghiệp	N	O
.	CH	O

Đề	N	O
Toán	N	O
năm	N	B-YEAR
2020	M	I-YEAR
tương_đối	A	B-LEVEL
nhẹ	N	I-LEVEL
,	CH	O
phù_hợp	N	B-LEVEL
cho	N	O
xét	N	O
tốt_nghiệp	N	O
nhưng	C	O
vẫn	R	O
có	V	O
một_số	L	O
câu	N	B-STRUC
để	E	O
phân_loại	V	B-DISC
.	CH	O

Đề_thi	N	O
được	V	O
giảm_tải	N	O
đáng_kể	N	O
do	N	O
ảnh_hưởng	N	O
của	E	O
dịch_bệnh	N	O
nên	C	O
mức_độ	N	O
rất	R	B-LEVEL
vừa_sức	A	I-LEVEL
.	CH	O

Đề_thi	N	O
năm	N	B-YEAR
2020	M	I-YEAR
nhẹ_nhàng	A	B-LEVEL
,	CH	O
bám_sát	V	O
nội_dung	N	B-STRUC
giảm_tải	N	I-STRUC
và	Cc	O
khiến	N	O
phổ_điểm	N	B-DISC
tăng	V	O
cao	A	O
do	N	O
ảnh_hưởng	N	O
của	E	O
dịch_bệnh	N	O
.	CH	O

Đề_thi	N	O
phù_hợp	N	B-LEVEL
với	E	O
thí_sinh	N	O
.	CH	O

Đề_thi	N	O
dễ	A	B-LEVEL
.	CH	O

Đề_thi	N	O
không	R	B-LEVEL
quá	R	I-LEVEL
khó	A	I-LEVEL
.	CH	O

Đề_thi	N	O
quá	R	B-LEVEL
dễ	A	I-LEVEL
.	CH	O

Đề_thi	N	O
không	R	B-LEVEL
quá	R	I-LEVEL
khó	A	I-LEVEL
nên	C	O
nhiều	L	O
thí_sinh	N	O
đạt	V	O
điểm	N	O
cao	A	O
.	CH	O

Đề_thi	N	O
được	V	O
giảm_tải	N	B-STRUC
sâu	A	I-STRUC
do	N	O
dịch_bệnh	N	O
,	CH	O
nội_dung	N	B-STRUC
dễ_thở	N	B-LEVEL
và	Cc	O
phù_hợp	N	B-LEVEL
với	E	O
bối_cảnh	N	O
chung	N	O
.	CH	O

Đề_thi	N	O
nhẹ_nhàng	A	B-LEVEL
do	N	O
ảnh_hưởng	N	O
dịch_bệnh	N	O
và	Cc	O
tập_trung	V	O
vào	N	O
mục_tiêu	N	B-STRUC
xét	N	I-STRUC
công_nhận	N	I-STRUC
tốt_nghiệp	N	I-STRUC
.	CH	O

Đề_thi	N	O
Tốt_nghiệp	N	B-STRUC
THPT	N	I-STRUC
môn	N	O
Toán	N	O
năm	N	B-YEAR
2020	M	I-YEAR
được	V	O
đánh_giá	V	O
là	V	O
nhẹ_nhàng	A	B-LEVEL
,	CH	O
dễ_thở	N	B-LEVEL
và	Cc	O
sát	N	O
với	E	O
chương_trình	N	B-STRUC
tinh_giản	N	I-STRUC
của	E	O
Bộ	N	O
Giáo_dục	N	O
và	Cc	O
Đào_tạo	N	O
.	CH	O

Đề_thi	N	O
bám_sát	V	O
chương_trình	N	B-STRUC
đào_tạo	N	I-STRUC
.	CH	O

Đề_thi	N	O
Toán	N	O
năm	N	B-YEAR
2020	M	I-YEAR
vừa_sức	A	B-LEVEL
và	Cc	O
nhẹ_nhàng	A	B-LEVEL
.	CH	O

Đề_thi	N	O
Toán	N	O
năm	N	B-YEAR
2020	M	I-YEAR
quá	R	B-LEVEL
dễ	A	I-LEVEL
do	N	O
ảnh_hưởng	N	O
dịch_bệnh	N	O
nên	C	O
khả_năng	N	B-DISC
phân_hóa	V	I-DISC
kém	A	I-DISC
.	CH	O

Nội_dung	N	B-STRUC
đề_thi	N	I-STRUC
được	V	O
tinh_giản	V	O
tối_đa	N	O
nhằm	N	O
hỗ_trợ	N	O
thí_sinh	N	O
trong	E	O
giai_đoạn	N	O
dịch_bệnh	N	O
.	CH	O

Năm	N	B-YEAR
2020	M	I-YEAR
,	CH	O
đề_thi	N	O
tương_đối	A	B-LEVEL
nhẹ	N	I-LEVEL
,	CH	O
có	V	O
nhiều	L	O
câu	N	B-STRUC
cơ_bản	A	I-STRUC
và	Cc	O
phù_hợp	N	B-LEVEL
cho	N	O
cả	N	O
xét	N	O
tốt_nghiệp	N	O
lẫn	Cc	O
tuyển_sinh	N	O
.	CH	O

Năm	N	B-YEAR
2020	M	I-YEAR
,	CH	O
đề_thi	N	O
rất	R	B-LEVEL
dễ	A	I-LEVEL
do	N	O
dịch_bệnh	N	O
,	CH	O
phổ_điểm	N	B-DISC
tăng	V	I-DISC
mạnh	A	I-DISC
và	Cc	O
tập_trung	V	O
vào	N	O
mục_tiêu	N	B-STRUC
tốt_nghiệp	N	I-STRUC
.	CH	O

Đề_thi	N	O
chỉ	R	O
tạo	V	O
phân_hóa	V	B-DISC
ở	E	O
khoảng	N	B-STRUC
10	M	I-STRUC
câu	N	I-STRUC
cuối	N	I-STRUC
.	CH	O

Đề_thi	N	O
dễ	A	B-LEVEL
hơn	R	I-LEVEL
,	CH	O
phù_hợp	N	B-LEVEL
cho	N	O
xét	N	O
tốt_nghiệp	N	O
và	Cc	O
giảm	V	B-LEVEL
độ	N	I-LEVEL
khó	A	I-LEVEL
do	N	O
dịch_bệnh	N	O
.	CH	O

Năm	N	B-YEAR
2020	M	I-YEAR
,	CH	O
đề_thi	N	O
tương_đối	A	B-LEVEL
dễ	A	I-LEVEL
và	Cc	O
thiên_về	N	O
mục_tiêu	N	B-STRUC
xét	N	I-STRUC
tốt_nghiệp	N	I-STRUC
hơn	R	O
là	V	O
tuyển_sinh	N	B-STRUC
đại_học	N	I-STRUC
.	CH	O

Đề_thi	N	O
năm	N	B-YEAR
2020	M	I-YEAR
nhẹ_nhàng	A	B-LEVEL
hơn	R	I-LEVEL
và	Cc	O
tập_trung	V	O
kiểm_tra	V	O
kiến_thức	N	B-STRUC
cơ_bản	A	I-STRUC
do	N	O
ảnh_hưởng	N	O
của	E	O
dịch_bệnh	N	O
.	CH	O

Đề_thi	N	O
hơi	R	B-LEVEL
khó	A	I-LEVEL
nhưng	C	O
vẫn	R	O
có	V	O
sự	N	B-DISC
phân_hóa	V	I-DISC
.	CH	O

Đề_thi	N	O
năm	N	B-YEAR
2020	M	I-YEAR
có	V	O
độ	N	B-LEVEL
khó	A	I-LEVEL
thấp	A	I-LEVEL
và	Cc	O
phân_hóa	V	B-DISC
tốt	A	I-DISC
học_sinh	N	O
.	CH	O

Đề_thi	N	O
nhẹ_nhàng	A	B-LEVEL
do	N	O
ảnh_hưởng	N	O
dịch_bệnh	N	O
nên	C	O
đa_số	N	O
thí_sinh	N	O
đạt	V	O
điểm	N	O
khá	R	O
giỏi	A	O
.	CH	O

Đề_thi	N	O
giảm_tải	N	B-STRUC
nhiều	L	O
nội_dung	N	B-STRUC
khó	A	B-LEVEL
và	Cc	O
tập_trung	V	O
vào	N	O
kiến_thức	N	B-STRUC
cốt_lõi	N	I-STRUC
của	E	O
chương_trình	N	B-STRUC
.	CH	O

Đề_thi	N	O
được	V	O
tinh_giản	N	B-STRUC
tối_đa	N	I-STRUC
để	E	O
phù_hợp	N	B-LEVEL
với	E	O
bối_cảnh	N	O
học_tập	N	O
trực_tuyến	N	O
.	CH	O

Đề_thi	N	O
có	V	O
mức	N	B-DISC
phân_hóa	V	I-DISC
thấp	A	I-DISC
,	CH	O
khiến	N	O
phổ_điểm	N	B-DISC
lệch	N	I-DISC
phải	N	I-DISC
rõ_rệt	A	I-DISC
vì	C	O
đề	N	O
khá	R	B-LEVEL
dễ	A	I-LEVEL
.	CH	O

Đề_thi	N	O
ở	E	O
mức	N	B-LEVEL
vừa_phải	A	I-LEVEL
và	Cc	O
có	V	O
độ	N	B-DISC
phân_hóa	V	I-DISC
tương_đối	A	I-DISC
.	CH	O

Đề_thi	N	O
mang	V	O
tính	N	B-LEVEL
hỗ_trợ	N	I-LEVEL
cao	A	I-LEVEL
cho	N	O
học_sinh	N	O
trong	E	O
giai_đoạn	N	O
khó_khăn	N	O
chung	N	O
.	CH	O

Thí_sinh	N	O
nắm	V	O
vững	A	O
kiến_thức	N	B-STRUC
căn_bản	N	I-STRUC
có_thể	V	O
dễ_dàng	A	O
đạt	V	O
điểm	N	O
cao	A	O
trong	E	O
kỳ_thi	N	B-STRUC
này	P	O
.	CH	O

Đề_thi	N	O
khá	R	B-LEVEL
dễ	A	I-LEVEL
đối_với	E	O
thí_sinh	N	O
.	CH	O

Đề_thi	N	O
phù_hợp	N	B-LEVEL
với	E	O
thí_sinh	N	O
.	CH	O

Đề_thi	N	O
vừa_sức	A	B-LEVEL
và	Cc	O
có	V	O
cấu_trúc	N	B-STRUC
ổn_định	A	I-STRUC
.	CH	O

Đề_thi	N	O
có	V	O
cấu_trúc	N	B-STRUC
ổn_định	A	I-STRUC
,	CH	O
tỷ_trọng	N	O
câu	N	B-STRUC
hỏi	N	I-STRUC
cơ_bản	A	I-STRUC
cao	A	O
nhưng	C	O
vẫn	R	O
có	V	O
các	L	O
câu	N	B-STRUC
hỏi	N	I-STRUC
phân_loại	V	B-DISC
tốt	A	I-DISC
.	CH	O

Đề	N	O
Toán	N	O
năm	N	B-YEAR
2021	M	I-YEAR
có	V	O
độ	N	B-LEVEL
khó	A	I-LEVEL
trung_bình	A	I-LEVEL
và	Cc	O
tăng_cường	V	O
các	L	O
câu	N	B-STRUC
hỏi	N	I-STRUC
vận_dụng	V	B-SKILL
thực_tế	N	I-SKILL
.	CH	O

Đề_thi	N	O
bám_sát	V	O
cấu_trúc	N	B-STRUC
minh_họa	N	I-STRUC
và	Cc	O
tập_trung	V	O
kiểm_tra	V	O
kiến_thức	N	B-STRUC
cơ_bản	A	I-STRUC
.	CH	O

Năm	N	B-YEAR
2021	M	I-YEAR
,	CH	O
đề_thi	N	O
giữ	V	O
mức_độ	N	B-LEVEL
ổn_định	A	I-LEVEL
,	CH	O
bám_sát	V	O
cấu_trúc	N	B-STRUC
minh_họa	N	I-STRUC
và	Cc	O
phân_hóa	V	B-DISC
nhẹ	N	I-DISC
ở	E	O
phần	N	B-STRUC
cuối	N	I-STRUC
.	CH	O

Đề_thi	N	O
phù_hợp	N	B-LEVEL
với	E	O
thí_sinh	N	O
.	CH	O

Đề_thi	N	O
dễ	A	B-LEVEL
.	CH	O

Đề_thi	N	O
không	R	B-LEVEL
quá	R	I-LEVEL
khó	A	I-LEVEL
.	CH	O

Đề_thi	N	O
đơn_giản	A	B-LEVEL
.	CH	O

Đề_thi	N	O
khó	A	B-LEVEL
hơn	R	I-LEVEL
năm	N	B-YEAR
2021	M	I-YEAR
.	CH	O

Cấu_trúc	N	B-STRUC
đề_thi	N	I-STRUC
bám_sát	V	O
đề	N	B-STRUC
minh_họa	N	I-STRUC
,	CH	O
tập_trung	V	O
kiến_thức	N	B-STRUC
cơ_bản	A	I-STRUC
và	Cc	O
vẫn	R	O
có	V	O
sự	N	B-DISC
phân_hóa	V	I-DISC
nhẹ	N	I-DISC
.	CH	O

Đề_thi	N	O
có	V	O
mức_độ	N	B-LEVEL
tương_đương	N	I-LEVEL
năm	N	B-YEAR
2020	M	I-YEAR
và	Cc	O
phân_hóa	V	B-DISC
tốt	A	I-DISC
ở	E	O
các	L	O
câu	N	B-STRUC
cuối	N	I-STRUC
.	CH	O

Đề_thi	N	O
tốt_nghiệp	N	B-STRUC
THPT	N	I-STRUC
môn	N	O
Toán	N	O
năm	N	B-YEAR
2021	M	I-YEAR
được	V	O
đánh_giá	V	O
là	V	O
vừa_sức	A	B-LEVEL
,	CH	O
có	V	O
cấu_trúc	N	B-STRUC
ổn_định	A	I-STRUC
và	Cc	O
bám_sát	V	O
đề	N	B-STRUC
minh_họa	N	I-STRUC
của	E	O
Bộ	N	O
Giáo_dục	N	O
và	Cc	O
Đào_tạo	N	O
.	CH	O

Đề_thi	N	O
không	R	B-LEVEL
quá	R	I-LEVEL
khó	A	I-LEVEL
nhưng	C	O
có	V	O
mức	N	B-DISC
phân_cấp	N	I-DISC
để	E	O
phân_loại	V	B-DISC
học_sinh	N	O
.	CH	O

Đề_thi	N	O
THPT_Quốc_gia	N	B-STRUC
môn	N	O
Toán	N	O
năm	N	B-YEAR
2021	M	I-YEAR
được	V	O
cho	N	O
là	V	O
dễ	A	B-LEVEL
nhất	R	I-LEVEL
trong	E	O
giai_đoạn	N	B-YEAR
2017	M	I-YEAR
đến	E	I-YEAR
2025	M	I-YEAR
.	CH	O

Đề_thi	N	O
Toán	N	O
năm	N	B-YEAR
2021	M	I-YEAR
có	V	O
độ	N	B-LEVEL
khó	A	I-LEVEL
được	V	O
cải_thiện	N	O
so	N	O
với	E	O
năm	N	B-YEAR
2020	M	I-YEAR
và	Cc	O
có	V	O
độ	N	B-DISC
phân_hóa	V	I-DISC
tốt	A	I-DISC
.	CH	O

Đề_thi	N	O
ở	E	O
mức	N	B-LEVEL
bình_thường	N	I-LEVEL
.	CH	O

Ma_trận	N	B-STRUC
đề_thi	N	I-STRUC
ổn_định	A	I-STRUC
và	Cc	O
chuẩn_mực	N	B-STRUC
,	CH	O
tập_trung	V	O
đánh_giá	V	O
năng_lực	N	B-SKILL
cơ_bản	A	I-SKILL
theo_sát	N	O
chương_trình	N	B-STRUC
học	V	I-STRUC
.	CH	O

Năm	N	B-YEAR
2021	M	I-YEAR
,	CH	O
đề_thi	N	O
phân_hóa	V	B-DISC
rõ	A	I-DISC
hơn	R	I-DISC
và	Cc	O
có	V	O
nhiều	L	O
câu	N	B-STRUC
vận_dụng	V	B-SKILL
khó	A	B-LEVEL
ở	E	O
cuối	N	B-STRUC
đề	N	I-STRUC
.	CH	O

Năm	N	B-YEAR
2021	M	I-YEAR
,	CH	O
mức_độ	N	B-LEVEL
đề_thi	N	O
tương_đương	N	B-LEVEL
năm	N	B-YEAR
2020	M	I-YEAR
,	CH	O
đề	N	O
an_toàn	N	B-LEVEL
và	Cc	O
bám_sát	V	O
nội_dung	N	B-STRUC
tinh_giản	N	I-STRUC
của	E	O
Bộ	N	O
.	CH	O

Đề_thi	N	O
có	V	O
mức_độ	N	B-LEVEL
tương_đương	N	I-LEVEL
năm	N	B-YEAR
2020	M	I-YEAR
và	Cc	O
có	V	O
cấu_trúc	N	B-STRUC
quen_thuộc	N	I-STRUC
.	CH	O

Đề_thi	N	O
ở	E	O
mức	N	B-LEVEL
trung_bình	A	I-LEVEL
,	CH	O
có	V	O
phân_hóa	V	B-DISC
nhẹ	N	I-DISC
,	CH	O
nhiều	L	O
câu	N	B-STRUC
cơ_bản	A	I-STRUC
và	Cc	O
dễ	A	B-LEVEL
đạt	V	O
điểm	N	O
khá	R	O
.	CH	O

Năm	N	B-YEAR
2021	M	I-YEAR
,	CH	O
đề_thi	N	O
ở	E	O
mức	N	B-LEVEL
trung_bình	A	I-LEVEL
khá	R	I-LEVEL
,	CH	O
có	V	O
vài	N	O
câu	N	B-STRUC
phân_loại	V	B-DISC
nhưng	C	O
không	R	O
quá	R	B-LEVEL
đánh_đố	N	I-LEVEL
.	CH	O

Đề_thi	N	O
năm	N	B-YEAR
2021	M	I-YEAR
có	V	O
độ	N	B-LEVEL
khó	A	I-LEVEL
ổn_định	A	I-LEVEL
,	CH	O
bám_sát	V	O
đề	N	B-STRUC
minh_họa	N	I-STRUC
và	Cc	O
phù_hợp	N	B-LEVEL
cho	N	O
mục_tiêu	N	O
xét_tuyển	V	B-STRUC
đại_học	N	I-STRUC
.	CH	O

Đề_thi	N	O
hơi	R	B-LEVEL
khó	A	I-LEVEL
nhưng	C	O
vẫn	R	O
có	V	O
sự	N	B-DISC
phân_hóa	V	I-DISC
.	CH	O

Đề_thi	N	O
năm	N	B-YEAR
2021	M	I-YEAR
có	V	O
độ	N	B-LEVEL
